Emotions,Path,Source,MFCC_Image_Path,MFCC_Image_Path_10db_AWGN,MFCC_Image_Path_20db_AWGN
angry,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M015.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M015.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M015.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M015.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M016.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M016.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M016.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M016.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M017.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M017.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M017.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M017.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M018.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M018.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M018.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M018.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M022.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M022.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M022.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M022.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M026.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M026.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M026.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M026.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M038.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M038.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M038.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M038.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M039.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M039.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M039.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M039.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M044.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M044.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M044.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M044.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M045.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M045.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M045.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_impro05/Ses04M_impro05_M045.png
fear,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F001.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F001.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F001.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F001.png
fear,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F002.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F002.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F002.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F002.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F013.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F013.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F013.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_F013.png
fear,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M000.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M000.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M000.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M000.png
fear,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M001.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M001.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M001.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M001.png
fear,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M002.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M002.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M002.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M002.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M003.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M003.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M003.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M003.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M010.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M010.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M010.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M010.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M012.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M012.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M012.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M012.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M013.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M013.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M013.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M013.png
sad,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M016.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M016.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M016.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M016.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M025.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M025.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M025.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M025.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M028.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M028.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M028.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M028.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M033.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M033.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M033.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_1/Ses04M_script03_1_M033.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F000.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F000.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F000.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F000.png
happy,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F001.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F001.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F001.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F001.png
happy,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F002.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F002.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F002.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F002.png
happy,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F003.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F003.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F003.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F003.png
happy,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F008.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F008.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F008.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F008.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F009.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F009.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F009.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F009.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F010.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F010.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F010.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F010.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F014.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F014.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F014.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F014.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F017.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F017.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F017.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F017.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F019.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F019.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F019.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F019.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F022.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F022.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F022.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F022.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F023.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F023.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F023.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F023.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F024.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F024.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F024.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F024.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F026.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F026.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F026.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F026.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F028.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F028.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F028.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F028.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F029.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F029.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F029.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F029.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F030.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F030.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F030.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F030.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F031.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F031.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F031.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F031.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F032.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F032.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F032.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F032.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F033.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F033.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F033.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F033.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F034.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F034.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F034.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F034.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F035.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F035.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F035.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F035.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F036.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F036.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F036.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F036.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F037.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F037.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F037.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F037.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F039.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F039.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F039.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F039.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F040.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F040.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F040.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F040.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F041.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F041.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F041.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F041.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F042.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F042.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F042.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F042.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F043.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F043.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F043.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F043.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F044.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F044.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F044.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F044.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F045.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F045.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F045.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F045.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F046.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F046.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F046.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F046.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F047.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F047.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F047.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F047.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F048.wav,IEMOCAP,mfcc_images/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F048.png,mfcc_images_10db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F048.png,mfcc_images_20db/IEMOCAP/Session4/sentences/wav/Ses04M_script03_2/Ses04M_script03_2_F048.png
